대분류,기준품목,세부품목,대표검색어,별칭·검색변형,산지명여부,산지,주출하시작월,주출하종료월,제철표시,소싱확인권장월,상품등록권장월,시즌유형,판매우선도,시즌근거수준,DB구분,출처·메모
과일,복숭아,금황복숭아,금황복숭아,"금황복숭아, 금황",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,납작복숭아,납작복숭아,"납작복숭아, 납작",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,단금도복숭아,단금도복숭아,"단금도복숭아, 단금도",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,대극천복숭아,대극천복숭아,"대극천복숭아, 대극천",N,,6,7,6~7월,4,5,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,대명복숭아,대명복숭아,"대명복숭아, 대명",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,딱딱이복숭아,딱딱이복숭아,"딱딱이복숭아, 딱복, 딱딱이",N,,6,8,6~8월,4,5,단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,레드골드천도,레드골드천도,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,마도카복숭아,마도카복숭아,"마도카, 마도카복숭아",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,몽부사복숭아,몽부사복숭아,"몽부사복숭아, 후지사과, 후지, 몽부사",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,미백복숭아,미백복숭아,"미백, 미백복숭아",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,미황복숭아,미황복숭아,"미황복숭아, 미황",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,백도복숭아,백도복숭아,"백도복숭아, 백도",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,백천황도,백천황도,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,선광천도,선광천도,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,선프레복숭아,선프레복숭아,"선프레복숭아, 선프레",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,수황복숭아,수황복숭아,"수황복숭아, 수황",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,신비복숭아,신비복숭아,"신비복숭아, 신비",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,애천중도복숭아,애천중도복숭아,"애천중도, 애천중도복숭아",N,,6,9,6~9월,4,5,단기,5,기준품목,추가DB,시장·산지 검색어 보강
과일,복숭아,엘바트황도,엘바트황도,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,영동복숭아,영동복숭아,"충북영동복숭아, 영동복숭아, 영동, 복숭아",Y,영동,6,9,6~9월,4,5,단기,5,기준품목,추가DB,시장·산지 검색어 보강
과일,복숭아,오도로키복숭아,오도로키복숭아,"오도로키복숭아, 오도로키",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,옥천복숭아,옥천복숭아,"옥천복숭아, 옥천, 복숭아",Y,옥천,6,9,6~9월,4,5,단기,5,기준품목,제철판매확장,제철판매 보강
과일,복숭아,용택골드복숭아,용택골드복숭아,"용택골드복숭아, 용택골드",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,유명복숭아,유명복숭아,"유명, 유명복숭아",N,,6,9,6~9월,4,5,단기,5,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,장택백봉복숭아,장택백봉복숭아,"장택백봉, 장택백봉복숭아",N,,6,9,6~9월,4,5,단기,5,기준품목,추가DB,시장·산지 검색어 보강
과일,복숭아,장호원복숭아,장호원복숭아,"이천장호원복숭아, 장호원복숭아, 장호원, 복숭아",Y,장호원,6,9,6~9월,4,5,단기,5,기준품목,추가DB,시장·산지 검색어 보강
과일,복숭아,천도복숭아,천도복숭아,"천도복숭아, 천도",N,,6,8,6~8월,4,5,단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,천중도백도,천중도백도,천중도,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,천홍복숭아,천홍복숭아,"천홍, 천홍복숭아",N,,6,9,6~9월,4,5,단기,5,기준품목,추가DB,시장·산지 검색어 보강
과일,복숭아,충주복숭아,충주복숭아,"충북충주복숭아, 충주복숭아, 충주, 복숭아",Y,충주,6,9,6~9월,4,5,단기,5,기준품목,추가DB,시장·산지 검색어 보강
과일,복숭아,화순복숭아,화순복숭아,"화순복숭아, 화순, 복숭아",Y,화순,6,9,6~9월,4,5,단기,5,기준품목,제철판매확장,제철판매 보강
과일,복숭아,환타지아천도,환타지아천도,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,말랑이복숭아,말랑이복숭아,"말랑이복숭아, 물복, 말랑이",N,,7,9,7~9월,5,6,단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,장호원황도,장호원황도,"장호원황도복숭아, 황도, 장호원황도",Y,장호원,8,9,8~9월,6,7,초단기,5,세부품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,복숭아,황도복숭아,황도복숭아,"황도복숭아, 황도",N,,8,9,8~9월,6,7,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,거창사과,거창사과,"거창꿀사과, 거창사과, 거창, 사과",Y,거창,7,11,7~11월,5,6,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,사과,국광사과,국광사과,"국광사과, 국광",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,루비에스,루비에스,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,루비에스사과,루비에스사과,"루비에스, 루비에스사과",N,,7,11,7~11월,5,6,중장기,3,기준품목,제철판매확장,제철판매 보강
과일,사과,루비에프,루비에프,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,문경사과,문경사과,"문경꿀사과, 문경사과, 문경, 사과",Y,문경,7,11,7~11월,5,6,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,사과,미니사과,미니사과,"미니사과, 미니",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,미얀마사과,미얀마사과,"미얀마사과, 미얀마",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,밀양얼음골사과,밀양얼음골사과,"얼음골사과, 밀양얼음골사과, 밀양얼음골",Y,밀양,7,11,7~11월,5,6,중장기,4,기준품목,제철판매확장,제철판매 보강
과일,사과,사과대추,사과대추,사과대추,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,시나노골드,시나노골드,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,시나노스위트,시나노스위트,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,썸머킹,썸머킹,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,썸머킹사과,썸머킹사과,"썸머킹, 썸머킹사과",N,,7,8,7~8월,5,6,초단기,5,세부품목,제철판매확장,제철판매 보강
과일,사과,썸머프린스,썸머프린스,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,쓰가루사과,쓰가루사과,"쓰가루사과, 쓰가루",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,아리수사과,아리수사과,"아리수사과, 아리수",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,아오리사과,아오리사과,"쓰가루, 청사과, 아오리사과, 아오리",N,,7,8,7~8월,5,6,초단기,5,세부품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,안동사과,안동사과,"안동사과, 안동, 사과",Y,안동,7,11,7~11월,5,6,중장기,4,기준품목,제철판매확장,제철판매 보강
과일,사과,알프스오토메,알프스오토메,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,양광사과,양광사과,"양광사과, 양광",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,엔비사과,엔비사과,"엔비사과, 엔비",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,영주사과,영주사과,"영주사과, 영주, 사과",Y,영주,7,11,7~11월,5,6,중장기,4,기준품목,제철판매확장,제철판매 보강
과일,사과,예산사과,예산사과,"예산사과, 예산, 사과",Y,예산,7,11,7~11월,5,6,중장기,4,기준품목,제철판매확장,제철판매 보강
과일,사과,이지플사과,이지플사과,"이지플사과, 이지플",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,청송사과,청송사과,"청송꿀사과, 청송사과, 청송, 사과",Y,청송,7,11,7~11월,5,6,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,사과,충주사과,충주사과,"충주꿀사과, 충주사과, 충주, 사과",Y,충주,7,11,7~11월,5,6,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,사과,피크닉사과,피크닉사과,"피크닉사과, 피크닉",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,홍옥사과,홍옥사과,"홍옥사과, 홍옥",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,황금사과,황금사과,"황금사과, 황금",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,황옥사과,황옥사과,"황옥사과, 황옥",N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,홍로사과,홍로사과,"홍로사과, 홍로",N,,8,9,8~9월,6,7,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,감홍사과,감홍사과,"감홍사과, 감홍",N,,10,11,10~11월,8,9,초단기,5,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,부사,부사,"후지사과, 후지",N,,10,3,10~12월·1~3월,8,9,겨울·월동,3,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,사과,시나노골드사과,시나노골드사과,"시나노골드, 시나노골드사과",N,,10,11,10~11월,8,9,초단기,5,세부품목,제철판매확장,제철판매 보강
과일,사과,후지사과,후지사과,"후지사과, 부사, 후지",N,,10,3,10~12월·1~3월,8,9,겨울·월동,3,세부품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,고창수박,고창수박,"고창꿀수박, 고창, 수박, 고창수박",Y,고창,5,8,5~8월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,수박,노란수박,노란수박,노란,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,망고수박,망고수박,망고,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,무등산수박,무등산수박,무등산,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,미니수박,미니수박,미니,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,베개수박,베개수박,베개,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,복수박,복수박,복,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,블랙망고수박,블랙망고수박,블랙망고,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,속노란수박,속노란수박,속노란,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,씨없는수박,씨없는수박,씨없는,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,애플수박,애플수박,애플,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,음성수박,음성수박,"음성다올찬수박, 음성, 수박, 음성수박",Y,음성,5,8,5~8월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,수박,일반수박,일반수박,일반,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,함안수박,함안수박,"함안흑수박, 함안, 수박, 함안수박",Y,함안,5,8,5~8월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
과일,수박,황금수박,황금수박,황금,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,수박,흑피수박,흑피수박,흑피,N,,5,8,5~8월,3,4,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,골드키위,골드키위,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,골드파인애플,골드파인애플,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,구아바,구아바,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,그린망고,그린망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,그린키위,그린키위,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,금귤,금귤,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
과일,열대과일,남독마이망고,남독마이망고,,N,,6,10,6~10월,4,5,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.data.go.kr/data/3060745/openapi.do
